1661948083.2100,-0.698486,-0.285400,-0.855469
1661948083.2200,-0.662109,-0.285400,-0.881592
1661948083.2300,-0.629150,-0.308594,-0.928955
1661948083.2400,-0.617188,-0.351074,-0.993652
1661948083.2500,-0.604248,-0.377441,-1.067383
1661948083.2600,-0.619873,-0.427002,-1.125244
1661948083.2700,-0.653320,-0.463135,-1.166260
1661948083.2800,-0.659668,-0.469971,-1.202881
1661948083.2900,-0.660645,-0.468994,-1.164307
1661948083.3000,-0.610352,-0.404785,-1.148438
1661948083.3100,-0.589355,-0.354248,-1.092773
1661948083.3200,-0.584229,-0.302246,-0.998047
1661948083.3300,-0.584961,-0.265137,-0.965576
1661948083.3400,-0.614014,-0.257324,-0.967285
1661948083.3500,-0.622803,-0.289795,-0.968994
1661948083.3600,-0.682373,-0.290039,-0.948730
1661948083.3700,-0.714600,-0.304443,-0.896973
1661948083.3800,-0.671875,-0.291260,-0.937256
1661948083.3900,-0.587891,-0.300537,-1.006104
1661948083.4000,-0.529297,-0.292969,-0.985840
1661948083.4100,-0.559082,-0.294189,-0.922607
1661948083.4200,-0.565186,-0.279541,-0.859619
1661948083.4300,-0.562256,-0.251953,-0.772705
1661948083.4400,-0.512939,-0.222168,-0.665283
1661948083.4500,-0.464111,-0.192139,-0.580566
1661948083.4600,-0.433594,-0.179199,-0.485107
1661948083.4700,-0.407227,-0.160889,-0.428223
1661948083.4800,-0.408691,-0.156250,-0.378906
1661948083.4900,-0.406982,-0.158936,-0.358643
1661948083.5000,-0.397461,-0.153076,-0.369385
1661948083.5100,-0.379883,-0.140137,-0.383789
1661948083.5200,-0.391357,-0.146484,-0.390869
1661948083.5300,-0.412842,-0.161865,-0.413818
1661948083.5400,-0.440918,-0.156982,-0.429199
1661948083.5500,-0.477295,-0.158203,-0.448242
1661948083.5600,-0.524902,-0.171387,-0.473145
1661948083.5700,-0.551270,-0.169434,-0.525391
1661948083.5800,-0.556885,-0.189697,-0.580322
1661948083.5900,-0.554199,-0.223877,-0.663574
1661948083.6000,-0.556641,-0.253418,-0.747803
1661948083.6100,-0.563721,-0.286621,-0.806641
1661948083.6200,-0.576904,-0.313477,-0.840576
1661948083.6300,-0.605713,-0.331299,-0.872070
1661948083.6400,-0.603516,-0.334717,-0.877930
1661948083.6500,-0.575928,-0.325195,-0.874023
1661948083.6600,-0.512207,-0.325439,-0.874512
1661948083.6700,-0.452148,-0.322510,-0.863037
1661948083.6800,-0.395508,-0.318604,-0.855957
1661948083.6900,-0.372559,-0.293945,-0.857178
1661948083.7000,-0.374023,-0.280518,-0.858398
