0.0000,-0.531250,0.091553,-0.804688
0.0100,-0.615479,0.105957,-0.756348
0.0200,-0.635254,0.093018,-0.718018
0.0300,-0.676514,0.099609,-0.734863
0.0400,-0.676758,0.146973,-0.619141
0.0500,-0.693604,0.067139,-0.712402
0.0600,-0.715576,0.058105,-0.683105
0.0700,-0.586182,0.143799,-0.783691
0.0800,-0.751953,0.151611,-0.560791
0.0900,-0.784424,0.056396,-0.609375
0.1000,-0.780029,0.060791,-0.678955
0.1100,-0.822266,-0.003418,-0.656494
0.1200,-0.800293,0.023926,-0.617188
0.1300,-0.833252,0.084229,-0.564209
0.1400,-0.776611,0.120361,-0.543213
0.1500,-0.705322,0.063965,-0.568604
0.1600,-0.629883,0.008789,-0.615723
0.1700,-0.642334,0.059082,-0.500732
0.1800,-0.767334,0.124756,-0.371582
0.1900,-0.867188,0.114014,-0.332275
0.2000,-0.938232,0.070801,-0.366211
0.2100,-0.879883,0.041504,-0.291504
0.2200,-1.176270,-0.177002,-0.344482
0.2300,-0.727783,0.434326,0.010986
0.2400,-0.737793,0.278809,0.163818
0.2500,-0.598389,0.329102,0.180176
0.2600,-0.507568,0.273438,0.138428
0.2700,-0.459717,0.252686,0.090088
0.2800,-0.527832,0.251221,0.137207
0.2900,-0.511963,0.241699,0.169922
0.3000,-0.451660,0.448242,0.390381
0.3100,-0.364014,0.343018,0.277344
0.3200,-0.465332,0.328613,0.269775
0.3300,-0.447266,0.316650,0.327881
0.3400,-0.424316,0.281006,0.283936
0.3500,-0.267090,0.444092,0.517090
0.3600,-0.412598,0.357666,0.628418
0.3700,-0.567383,0.206543,0.738770
0.3800,-0.538574,0.356445,0.630127
0.3900,-0.517578,0.336426,0.526855
0.4000,-0.264404,0.372314,0.428711
0.4100,-0.536865,0.085693,0.411133
0.4200,-0.532715,0.143311,0.616943
0.4300,-0.598877,0.298096,0.723389
0.4400,-1.140381,0.244141,0.639404
0.4500,-1.624756,0.403320,0.533203
0.4600,-1.825439,0.709961,0.511230
0.4700,-1.979736,0.858398,0.560303
0.4800,-1.691650,0.903320,0.401611
0.4900,-1.291260,0.802246,0.171875
0.5000,-1.208740,0.745850,0.239746
0.5100,-1.089111,0.838135,0.347412
0.5200,-1.020996,0.826904,0.581787
0.5300,-0.919678,0.684570,0.946045
0.5400,-0.816162,0.588379,1.045410
0.5500,-0.716309,0.885010,1.144043
0.5600,-0.854980,1.092773,0.950928
0.5700,-0.838623,1.076172,0.805908
0.5800,-0.884766,1.008545,0.729004
0.5900,-0.960449,0.809814,0.555420
0.6000,-0.886963,0.840088,0.512451
0.6100,-0.800293,0.917236,0.400635
0.6200,-0.727783,1.050049,0.407471
0.6300,-0.810547,0.936768,0.387939
0.6400,-0.451172,1.042969,0.478271
0.6500,-0.643555,0.976807,0.521484
0.6600,-0.766357,0.926758,0.390137
0.6700,-0.916748,0.985596,0.428711
0.6800,-1.022705,1.121582,0.678467
0.6900,-0.571289,1.154053,0.716553
0.7000,-0.675537,1.308838,0.969482
0.7100,-0.765137,1.321777,0.665039
0.7200,-0.778076,1.418701,0.338867
0.7300,-0.893311,1.281006,0.271973
0.7400,-0.753174,0.953369,0.039063
0.7500,-0.634521,0.561768,-0.112305
0.7600,-0.393311,0.579834,0.141846
0.7700,-0.141357,0.643799,0.538330
0.7800,-0.220947,0.679199,0.974121
0.7900,-0.214844,0.927490,0.865234
0.8000,-0.059326,1.195557,0.796875
0.8100,-0.167236,1.194580,0.674316
0.8200,-0.082764,1.020752,0.585938
0.8300,-0.156738,0.706055,0.523926
0.8400,-0.058838,1.240967,0.717285
0.8500,-0.164307,0.539551,0.333740
0.8600,-0.032959,0.502930,0.542969
0.8700,0.146484,0.644531,0.756348
0.8800,-0.132568,0.646240,0.645996
0.8900,-0.408936,0.671387,0.455078
0.9000,-0.261963,0.955566,0.183594
0.9100,-0.018799,1.055908,0.241699
0.9200,-0.013672,1.312500,0.373047
0.9300,0.115234,1.179443,0.398926
0.9400,0.244385,1.030273,0.388428
0.9500,0.177979,0.911133,0.404541
0.9600,0.157227,0.876221,0.368164
0.9700,0.201416,0.875977,0.408447
0.9800,0.226563,0.767334,0.296387
0.9900,0.269531,0.889893,0.287598
1.0000,0.205811,0.748047,0.119629
1.0100,-0.098145,0.280762,-0.748535
1.0200,-2.226074,-1.159668,-1.251953
1.0300,0.809326,0.913574,0.026123
1.0400,0.650146,0.804199,1.500000
1.0500,0.457031,1.033691,0.714844
1.0600,1.259521,2.377197,1.376465
1.0700,1.041016,1.864014,1.329590
