0,0.153320,-0.077881,1.234619
1,0.122070,-0.104980,1.159424
2,0.081787,-0.123047,1.098389
3,0.032227,-0.121338,1.061035
4,-0.027344,-0.111084,1.024414
5,-0.092529,-0.099609,0.997070
6,-0.162109,-0.084229,0.958008
7,-0.227295,-0.032471,0.971436
8,-0.283447,-0.003662,0.965820
9,-0.335205,0.039307,0.946777
10,-0.376465,0.070313,0.916504
11,-0.401855,0.096436,0.872559
12,-0.409424,0.107910,0.834961
13,-0.412109,0.113770,0.804443
14,-0.400391,0.119141,0.766357
15,-0.386963,0.124756,0.735107
16,-0.365234,0.115967,0.709473
17,-0.325928,0.098633,0.673828
18,-0.289795,0.072266,0.673828
19,-0.251953,0.050049,0.686768
20,-0.226563,0.034912,0.711182
21,-0.206787,0.021484,0.723145
22,-0.193359,0.002441,0.735107
23,-0.174316,0.007813,0.754150
24,-0.172607,0.015381,0.782227
25,-0.180176,0.024658,0.814453
26,-0.185791,0.040283,0.854492
27,-0.207275,0.081055,0.895020
28,-0.220703,0.126953,0.932861
29,-0.229980,0.154541,0.950439
30,-0.234619,0.180420,0.939697
31,-0.219971,0.196533,0.936279
32,-0.195313,0.213379,0.940186
33,-0.179932,0.221924,0.927002
34,-0.160156,0.231689,0.922119
35,-0.152588,0.232666,0.905518
36,-0.131348,0.223877,0.881592
37,-0.136963,0.234863,0.871338
38,-0.143799,0.246582,0.863037
39,-0.153320,0.268066,0.849609
40,-0.147949,0.262695,0.809326
41,-0.142822,0.233887,0.743164
42,-0.119873,0.229248,0.712646
43,-0.112549,0.239990,0.736328
44,-0.117920,0.253662,0.773926
45,-0.160645,0.305176,0.803711
46,-0.204834,0.359131,0.821777
47,-0.197510,0.353760,0.848389
48,-0.160156,0.293457,0.842285
49,-0.151611,0.266357,0.869385
50,-0.155029,0.230469,0.923584
51,-0.168945,0.196045,0.930176
52,-0.177246,0.151611,0.908447
53,-0.207275,0.097900,0.897949
54,-0.260498,0.058105,0.925781
55,-0.311279,0.039063,0.954834
56,-0.332764,0.084473,1.112793
57,-0.351563,0.041504,1.272705
58,-0.430664,0.122070,1.376465
59,-0.536377,0.312988,1.333984
60,-0.542480,0.286621,1.371094
61,-0.494385,0.195557,1.327881
62,-0.435791,0.210205,1.369873
63,-0.365967,0.083984,1.343750
64,-0.280273,0.017822,1.328613
65,-0.233398,-0.069824,1.279297
66,-0.202637,-0.145752,1.237793
67,-0.218994,-0.136963,1.236084
68,-0.290039,-0.100830,1.209473
69,-0.338623,-0.113281,1.209961
70,-0.356934,-0.128662,1.217041
71,-0.377441,-0.136719,1.180420
72,-0.360352,-0.121094,1.228516
73,-0.364502,-0.093018,1.237793
74,-0.394287,-0.017090,1.241943
75,-0.392822,0.009766,1.191895
76,-0.369629,0.019043,1.103027
77,-0.340576,0.061768,1.086426
78,-0.323486,-0.035889,0.988525
79,-0.272461,-0.038330,0.984131
80,-0.259766,-0.034424,0.955566
81,-0.251953,-0.053955,0.942383
82,-0.260742,-0.042969,0.915527
83,-0.290527,-0.059570,0.881348
84,-0.292969,-0.037842,0.904297
85,-0.316162,-0.033691,0.874023
86,-0.322754,-0.029297,0.857422
87,-0.325684,-0.030762,0.835205
88,-0.308105,-0.012451,0.876221
89,-0.298096,0.012695,0.913086
90,-0.295166,0.028564,0.958740
91,-0.302490,0.049072,0.997070
92,-0.282227,0.052246,0.984131
93,-0.265869,0.021729,0.931885
94,-0.262451,-0.031982,0.904785
95,-0.245117,-0.056885,0.894531
96,-0.223633,-0.070068,0.919434
97,-0.243164,-0.072021,0.963379
98,-0.262207,-0.074951,0.979248
99,-0.281494,-0.025879,1.000488
100,-0.311035,-0.013428,0.998047
101,-0.333252,0.002686,0.972656
102,-0.371338,-0.003174,0.943115
103,-0.358398,-0.008789,0.955322
104,-0.348877,-0.013184,0.993164
105,-0.319580,-0.013672,0.986084
106,-0.250977,-0.007568,1.008057
107,-0.178467,-0.019531,1.047119
108,-0.112305,-0.010010,1.071045
109,-0.065430,-0.013916,1.042969
110,-0.007568,-0.062500,1.006104
111,0.025879,-0.084961,0.967773
112,0.031006,-0.094482,0.956787
113,-0.002930,-0.057861,0.941406
114,-0.057129,-0.025391,0.903076
115,-0.109863,0.008545,0.891846
116,-0.156738,0.043213,0.921387
117,-0.187744,0.091797,0.963867
118,-0.188965,0.103271,0.963867
119,-0.174072,0.064697,0.965088
120,-0.139404,0.019043,0.948730
121,-0.101074,0.005371,0.964600
122,-0.092041,-0.027100,0.974121
123,-0.108154,0.002686,1.021729
124,-0.150146,0.021240,1.040771
125,-0.172119,0.012451,1.000977
126,-0.171143,-0.002441,0.954102
127,-0.167969,-0.025879,0.953613
128,-0.178223,-0.025635,0.961914
129,-0.198975,-0.021484,0.996094
130,-0.193359,-0.027588,1.027588
131,-0.172607,-0.051514,1.028564
132,-0.166748,-0.036133,1.037842
133,-0.169678,-0.052002,1.020020
134,-0.176270,-0.047852,1.004639
135,-0.177490,-0.050537,1.035645
